id_aluno,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,etapa_ensino,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
361,True,Masculino,19,False,True,True,False,Branca,Urbana,Reprovado,2° EM,False,88.0,7.0,N3,739.12,False,False,False,False,False,Baixo,Regular,Alta,True,Alta,False,1.3,False,Moderado,Regular,Completa,Média,Boa,0.2133062468257999,True
362,True,Feminino,14,False,False,True,False,Branca,Urbana,Aprovado,4° EF,False,61.1,4.5,N1,671.09,False,False,False,False,False,Médio,Ruim,Média,True,Média,False,2.8,False,Moderado,Regular,Completa,Alta,Ruim,0.47689182326053836,True
363,False,Feminino,11,False,True,True,False,Preta,Urbana,Aprovado,3° EF,False,75.9,3.5,N1,544.1,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,1.8,True,Alto,Regular,Completa,Média,Boa,0.4525139664804469,True
364,True,Feminino,18,False,True,False,False,Preta,Urbana,Aprovado,1° EM,False,55.1,4.7,N3,790.11,False,False,False,False,False,Médio,Ruim,Alta,True,Baixa,False,2.0,False,Alto,Ruim,Completa,Média,Boa,0.49720670391061444,False
365,False,Feminino,10,False,True,False,False,Branca,Urbana,Aprovado,9° EF,False,65.3,7.3,N2,1162.13,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,3.0,False,Moderado,Boa,Parcial,Média,Regular,0.3133570340274251,True
366,True,Feminino,19,False,True,True,False,Branca,Urbana,Reprovado,3° EF,False,92.5,9.0,N6,829.1,False,False,False,False,False,Alto,Bom,Média,False,Média,False,0.9,False,Moderado,Regular,Parcial,Alta,Ruim,0.08887760284408329,False
367,False,Masculino,22,True,True,True,False,Não declarada,Urbana,Reprovado,8° EF,False,74.0,7.1,N7,546.62,False,False,False,False,False,Baixo,Ruim,Média,False,Média,False,1.7,False,Baixo,Regular,Completa,Média,Boa,0.2793296089385475,False
368,False,Masculino,10,False,True,True,False,Branca,Urbana,Aprovado,1° EM,False,81.8,6.4,N6,444.73,True,True,False,False,False,Médio,Ruim,Média,False,Baixa,False,0.1,False,Moderado,Boa,Completa,Média,Regular,0.44455730489250045,True
369,False,Masculino,19,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,73.5,6.2,N5,511.85,False,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,2.5,True,Moderado,Ruim,Parcial,Média,Regular,0.32757745048247844,False
370,False,Masculino,20,True,True,True,False,Parda,Urbana,Aprovado,9° EF,True,77.3,8.7,N6,455.44,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,0.9,False,Baixo,Ruim,Completa,Alta,Ruim,0.35060098188589817,False
371,False,Masculino,11,False,True,True,False,Parda,Urbana,Aprovado,7° EF,False,61.9,6.9,N2,1196.89,False,True,False,True,False,Médio,Bom,Média,False,Alta,False,2.5,False,Alto,Boa,Parcial,Alta,Boa,0.6895209073980023,True
372,False,Masculino,21,False,False,False,False,Amarela,Rural,Evadido,1° EM,False,86.6,9.5,N7,492.21,False,False,False,False,False,Baixo,Regular,Alta,True,Alta,False,2.3,False,Moderado,Ruim,Completa,Baixa,Boa,0.09344845099035047,False
373,False,Feminino,10,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,67.8,5.5,N6,1553.28,True,False,False,False,False,Alto,Regular,Alta,False,Baixa,True,1.0,False,Baixo,Boa,Completa,Média,Boa,0.5613678686304384,True
374,False,Feminino,22,False,True,True,False,Parda,Urbana,Aprovado,3° EM,False,58.1,4.9,N5,664.34,False,False,False,False,False,Médio,Regular,Alta,True,Média,False,1.7,True,Baixo,Regular,Completa,Média,Boa,0.4718131030980192,False
375,False,Feminino,11,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,86.6,5.8,N1,534.64,False,False,False,False,True,Baixo,Regular,Média,False,Média,False,1.8,False,Alto,Regular,Parcial,Alta,Boa,0.2813610970035551,False
376,False,Feminino,15,False,True,False,False,Branca,Rural,Aprovado,1° EM,False,98.0,6.7,N4,910.54,False,True,False,False,False,Médio,Ruim,Alta,False,Alta,False,3.2,False,Alto,Ruim,Completa,Média,Boa,0.17775520568816658,False
377,False,Feminino,19,False,True,False,False,Amarela,Urbana,Reprovado,7° EF,False,75.2,7.8,N4,721.73,False,False,False,False,False,Baixo,Bom,Alta,True,Alta,False,2.0,True,Alto,Regular,Completa,Média,Boa,0.23768410360589132,False
378,False,Feminino,18,False,True,False,False,Branca,Urbana,Aprovado,1° EM,False,78.8,5.8,N6,677.42,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,3.3,False,Baixo,Boa,Parcial,Média,Boa,0.3209751142712036,False
379,False,Feminino,19,False,True,True,False,Parda,Urbana,Evadido,1° EM,False,55.2,5.2,N3,295.68,False,False,False,False,False,Médio,Regular,Média,False,Baixa,False,1.5,False,Alto,Boa,Completa,Alta,Boa,0.47130523108176736,False
380,False,Outro,17,False,False,True,True,Branca,Urbana,Reprovado,9° EF,False,61.5,7.4,N7,1068.47,False,True,False,False,False,Alto,Bom,Baixa,False,Baixa,True,2.0,False,Baixo,Boa,Parcial,Alta,Boa,0.3275774504824784,True
381,False,Masculino,22,True,True,True,True,Branca,Urbana,Aprovado,1° EM,False,60.4,5.9,N3,994.95,False,False,False,True,False,Médio,Bom,Alta,True,Baixa,False,0.7,False,Moderado,Boa,Completa,Média,Regular,0.7479261892669713,True
382,False,Feminino,14,False,True,True,False,Amarela,Urbana,Aprovado,1° EM,False,69.7,6.5,N1,704.52,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.7,False,Alto,Boa,Parcial,Média,Regular,0.33164042661249366,False
383,True,Feminino,18,True,True,False,False,Branca,Rural,Reprovado,6° EF,False,51.0,8.5,N2,667.23,False,False,False,True,False,Alto,Regular,Média,False,Baixa,False,1.3,False,Baixo,Ruim,Completa,Média,Regular,0.6636194345691553,True
384,False,Masculino,13,False,True,True,False,Parda,Urbana,Aprovado,9° EF,False,89.9,5.7,N2,1103.05,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,0.3,False,Moderado,Regular,Completa,Alta,Regular,0.2696800406297613,False
385,False,Outro,10,False,True,True,False,Parda,Rural,Aprovado,7° EF,False,64.7,9.3,N5,645.97,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,2.5,False,Moderado,Ruim,Completa,Alta,Regular,0.21482986287455555,False
386,False,Feminino,22,False,True,False,False,Branca,Urbana,Aprovado,1° EM,False,85.4,6.6,N6,1170.86,False,False,True,False,False,Alto,Bom,Alta,True,Alta,False,3.8,False,Moderado,Ruim,Completa,Baixa,Regular,0.24682579989842557,False
387,False,Feminino,20,False,True,True,False,Parda,Urbana,Evadido,2° EM,False,88.4,5.3,N2,443.57,False,True,False,False,False,Médio,Regular,Alta,True,Baixa,False,2.7,False,Alto,Regular,Parcial,Alta,Regular,0.297613001523616,True
388,False,Masculino,10,False,True,True,False,Branca,Urbana,Aprovado,4° EF,False,84.6,4.6,N3,1253.64,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,4.1,False,Moderado,Ruim,Completa,Média,Boa,0.35246317927882176,False
389,False,Feminino,19,False,True,True,False,Parda,Urbana,Aprovado,7° EF,False,66.1,6.8,N2,454.88,False,True,False,False,False,Médio,Bom,Média,False,Baixa,False,1.3,False,Moderado,Boa,Completa,Média,Regular,0.33468765871000516,False
390,False,Masculino,17,False,True,True,False,Branca,Urbana,Aprovado,2° EM,False,58.3,6.2,N4,951.27,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,0.2,False,Baixo,Regular,Parcial,Média,Boa,0.4047739969527679,False
391,False,Masculino,19,False,True,True,False,Branca,Rural,Aprovado,3° EF,False,80.6,6.9,N7,713.83,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,1.0,False,Moderado,Boa,Completa,Alta,Boa,0.2559674961909599,True
392,True,Feminino,17,False,True,True,False,Preta,Rural,Aprovado,1° EF,False,74.3,6.4,N5,1125.3,False,False,False,False,False,Médio,Ruim,Alta,False,Média,False,4.4,False,Alto,Ruim,Parcial,Baixa,Boa,0.31335703402742504,True
393,True,Outro,12,False,True,True,False,Não declarada,Rural,Aprovado,1° EF,False,53.0,4.7,N7,323.25,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.4,False,Moderado,Ruim,Completa,Média,Boa,0.5078720162519045,True
394,False,Feminino,13,False,True,True,False,Branca,Urbana,Aprovado,9° EF,False,95.4,6.9,N7,411.75,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.8,False,Alto,Regular,Completa,Baixa,Regular,0.18080243778567795,False
395,False,Feminino,13,True,True,True,False,Parda,Urbana,Aprovado,5° EF,False,84.8,3.6,N1,592.21,False,False,False,False,False,Alto,Bom,Alta,True,Baixa,False,1.2,False,Alto,Ruim,Parcial,Média,Regular,0.4022346368715084,False
396,False,Masculino,16,False,True,True,False,Branca,Urbana,Em andamento,6° EF,True,83.7,7.4,N6,392.33,False,False,False,False,False,Médio,Regular,Média,True,Baixa,False,1.6,True,Baixo,Regular,Parcial,Baixa,Boa,0.3841205349585238,True
397,True,Masculino,15,True,True,True,False,Indígena,Rural,Reprovado,9° EF,False,64.0,8.1,N5,503.39,False,False,True,True,False,Alto,Bom,Baixa,True,Média,False,2.2,False,Baixo,Regular,Completa,Baixa,Boa,0.6179109531064838,True
398,False,Masculino,11,False,True,True,False,Preta,Urbana,Aprovado,6° EF,False,89.5,7.3,N1,427.37,False,False,False,False,False,Médio,Regular,Média,True,Alta,False,2.9,False,Alto,Boa,Completa,Baixa,Regular,0.1904520060944642,False
399,False,Masculino,11,True,False,False,False,Preta,Rural,Em andamento,1° EM,False,91.4,5.4,N7,721.85,False,True,False,False,False,Médio,Bom,Baixa,False,Baixa,False,2.3,False,Moderado,Regular,Parcial,Alta,Regular,0.27729812087353983,False
400,False,Masculino,18,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,81.4,2.7,N7,757.58,False,False,True,False,False,Alto,Regular,Média,False,Média,False,2.0,False,Alto,Boa,Parcial,Alta,Regular,0.4652107668867445,False
401,False,Masculino,13,False,True,True,False,Branca,Urbana,Aprovado,3° EM,False,97.0,6.6,N6,994.91,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,1.5,False,Alto,Boa,Parcial,Média,Boa,0.18791264601320468,False
402,False,Feminino,12,True,True,True,True,Parda,Urbana,Reprovado,2° EM,False,97.4,7.8,N3,795.97,False,False,False,False,False,Alto,Regular,Baixa,False,Média,False,2.3,False,Alto,Boa,Parcial,Alta,Boa,0.1249365159979685,False
403,False,Feminino,14,False,True,True,False,Preta,Rural,Aprovado,3° EM,False,59.1,9.0,N1,401.87,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,1.3,False,Moderado,Boa,Completa,Alta,Boa,0.2585068562722194,True
404,False,Masculino,10,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,57.5,5.9,N5,521.93,False,False,False,False,False,Baixo,Ruim,Alta,True,Alta,False,2.2,True,Alto,Regular,Completa,Alta,Boa,0.42407313357034027,False
405,False,Feminino,17,False,True,False,False,Branca,Urbana,Aprovado,9° EF,False,63.3,8.9,N2,765.06,False,False,True,False,False,Médio,Regular,Média,False,Média,False,0.8,False,Alto,Boa,Parcial,Média,Ruim,0.24225495175215847,False
406,False,Feminino,18,True,True,False,False,Parda,Urbana,Aprovado,2° EM,False,93.3,5.3,N2,2106.07,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,3.0,False,Alto,Regular,Parcial,Média,Regular,0.27272727272727276,False
407,False,Outro,22,True,True,True,False,Parda,Urbana,Em andamento,9° EF,False,86.8,5.5,N5,463.11,False,False,False,False,False,Alto,Bom,Média,False,Média,False,0.8,False,Moderado,Ruim,Parcial,Média,Boa,0.2955815134586085,False
408,False,Masculino,10,False,True,False,False,Branca,Urbana,Evadido,6° EF,False,67.7,6.7,N1,742.16,False,False,False,False,False,Baixo,Ruim,Baixa,True,Alta,True,2.4,False,Alto,Boa,Completa,Média,Boa,0.3316404266124936,False
409,False,Feminino,20,True,True,True,False,Branca,Urbana,Aprovado,6° EF,False,58.5,8.1,N6,488.81,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.0,True,Alto,Regular,Completa,Alta,Regular,0.4765532419163704,False
410,False,Feminino,19,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,57.4,7.3,N6,1179.87,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,1.7,False,Baixo,Boa,Completa,Média,Regular,0.3534789233113255,False
411,False,Masculino,17,False,True,True,False,Branca,Rural,Reprovado,3° EM,False,89.2,4.6,N2,163.3,True,True,False,True,False,Médio,Bom,Alta,False,Alta,False,2.2,True,Alto,Boa,Parcial,Alta,Ruim,0.8369730827831386,False
412,False,Feminino,14,False,True,False,False,Parda,Urbana,Reprovado,2° EM,False,66.9,7.9,N5,1111.02,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,0.7,False,Moderado,Boa,Completa,Média,Ruim,0.2747587607922803,False
413,True,Feminino,21,True,True,True,False,Branca,Urbana,Aprovado,7° EF,False,55.7,9.4,N5,637.21,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,2.5,False,Baixo,Boa,Parcial,Média,Boa,0.2554596241747079,False
414,False,Feminino,18,True,True,False,False,Preta,Urbana,Aprovado,6° EF,False,90.7,7.2,N7,459.58,False,False,False,False,False,Baixo,Bom,Alta,False,Média,True,2.6,False,Baixo,Boa,Completa,Média,Regular,0.18943626206196035,False
415,False,Masculino,20,True,True,True,False,Branca,Urbana,Aprovado,8° EF,False,69.8,9.8,N7,1054.43,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,3.1,False,Alto,Boa,Parcial,Alta,Boa,0.16353478923311324,False
416,False,Feminino,17,False,False,True,False,Parda,Urbana,Reprovado,2° EM,False,65.8,6.2,N6,561.6,False,False,False,True,False,Baixo,Bom,Alta,False,Baixa,False,3.3,False,Alto,Ruim,Completa,Alta,Boa,0.7052649399018115,True
417,False,Masculino,19,False,True,False,False,Parda,Urbana,Aprovado,2° EM,True,89.5,7.4,N6,924.93,False,False,False,False,False,Médio,Bom,Baixa,False,Baixa,False,1.4,False,Moderado,Regular,Completa,Alta,Ruim,0.3546639580159133,True
418,False,Masculino,10,True,True,True,False,Branca,Urbana,Aprovado,2° EM,False,83.4,3.4,N3,579.82,False,True,True,False,False,Alto,Regular,Média,False,Média,False,2.0,False,Alto,Boa,Insuficiente,Média,Ruim,0.4195022854240731,False
419,False,Feminino,11,False,True,False,False,Branca,Urbana,Aprovado,7° EF,True,77.9,4.9,N7,620.31,False,True,False,False,True,Alto,Bom,Média,False,Alta,False,1.7,False,Moderado,Boa,Completa,Alta,Regular,0.5405451159641104,False
420,False,Masculino,18,False,True,False,False,Parda,Rural,Aprovado,8° EF,False,92.6,7.2,N1,1571.34,True,False,False,False,False,Alto,Ruim,Baixa,False,Média,False,3.7,False,Alto,Regular,Insuficiente,Média,Ruim,0.3490773658371424,False
421,True,Masculino,11,False,True,True,False,Parda,Urbana,Aprovado,3° EF,False,85.6,7.1,N6,549.54,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,2.2,False,Moderado,Regular,Completa,Baixa,Boa,0.22041645505332658,False
422,False,Outro,21,False,True,True,False,Parda,Rural,Reprovado,3° EM,False,96.2,4.6,N4,669.13,True,False,False,False,False,Baixo,Bom,Alta,False,Média,False,2.6,False,Alto,Regular,Completa,Baixa,Boa,0.46284069747756895,True
423,False,Feminino,20,False,False,True,False,Parda,Urbana,Reprovado,5° EF,False,91.4,6.5,N1,934.92,True,True,True,False,False,Alto,Ruim,Baixa,False,Baixa,False,0.9,False,Moderado,Boa,Parcial,Alta,Regular,0.3907228711697985,True
424,False,Masculino,16,False,True,True,True,Parda,Urbana,Aprovado,1° EM,False,74.3,7.8,N3,1221.15,False,False,False,False,False,Médio,Bom,Média,True,Média,False,2.3,False,Alto,Boa,Insuficiente,Alta,Regular,0.24225495175215847,False
425,False,Masculino,20,False,True,False,False,Branca,Rural,Aprovado,9° EF,False,83.4,8.0,N5,533.96,False,True,False,False,False,Médio,Regular,Baixa,False,Baixa,True,3.1,False,Baixo,Boa,Completa,Baixa,Boa,0.185881157948197,False
426,True,Masculino,17,True,True,True,False,Branca,Urbana,Reprovado,3° EF,False,87.5,8.2,N1,235.83,False,False,False,False,False,Médio,Ruim,Média,True,Média,True,1.4,False,Alto,Boa,Completa,Alta,Boa,0.15490096495683092,False
427,False,Feminino,22,False,True,True,False,Parda,Urbana,Aprovado,9° EF,False,80.8,3.5,N5,1000.23,False,False,False,False,False,Médio,Bom,Baixa,True,Baixa,False,2.5,False,Moderado,Ruim,Parcial,Média,Regular,0.4276282376841036,False
428,False,Feminino,14,False,True,True,True,Parda,Urbana,Aprovado,2° EM,False,75.8,6.5,N2,835.93,True,False,False,False,False,Alto,Regular,Alta,False,Alta,False,0.6,False,Alto,Boa,Completa,Média,Boa,0.46995090570509557,True
429,False,Feminino,16,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,96.2,6.7,N6,1003.56,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,1.5,True,Alto,Regular,Parcial,Baixa,Boa,0.18689690198070083,False
430,True,Masculino,16,True,True,True,False,Não declarada,Urbana,Aprovado,9° EF,False,51.2,6.4,N2,417.29,False,False,False,False,False,Médio,Bom,Baixa,True,Média,False,3.4,False,Moderado,Ruim,Completa,Alta,Ruim,0.4306754697816151,True
431,False,Feminino,17,False,True,True,False,Branca,Urbana,Evadido,7° EF,False,70.4,7.0,N6,992.99,False,False,False,False,False,Médio,Regular,Baixa,False,Alta,True,2.5,False,Baixo,Regular,Completa,Média,Boa,0.302691721686135,False
432,False,Feminino,15,False,True,True,False,Preta,Rural,Aprovado,3° EM,False,98.4,4.7,N2,565.01,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,1.7,False,Moderado,Ruim,Completa,Baixa,Regular,0.27729812087353983,True
433,False,Masculino,10,True,True,True,False,Branca,Urbana,Evadido,1° EM,False,93.4,5.2,N4,483.22,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,3.1,False,Moderado,Boa,Completa,Baixa,Boa,0.27729812087353983,True
434,False,Feminino,21,False,True,False,False,Preta,Urbana,Reprovado,3° EM,False,63.9,4.8,N6,590.58,False,False,False,False,False,Baixo,Ruim,Média,False,Média,False,1.4,False,Moderado,Boa,Completa,Baixa,Boa,0.44743524631792786,True
435,False,Masculino,13,False,True,False,False,Preta,Urbana,Aprovado,2° EM,False,99.6,4.6,N2,1439.63,False,False,False,False,False,Médio,Bom,Média,True,Média,False,0.8,False,Moderado,Boa,Parcial,Média,Boa,0.27628237684103607,False
436,False,Masculino,16,False,True,True,False,Parda,Urbana,Evadido,3° EM,False,69.3,8.2,N5,523.31,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,1.2,False,Baixo,Regular,Insuficiente,Baixa,Regular,0.24733367191467756,False
437,False,Masculino,14,False,True,True,False,Branca,Urbana,Aprovado,1° EM,False,68.0,10.3,N4,717.76,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,1.4,False,Moderado,Ruim,Completa,Alta,Boa,0.1472828847130523,False
438,False,Feminino,18,False,True,True,False,Branca,Urbana,Aprovado,1° EM,False,67.2,4.2,N2,568.62,False,False,True,False,False,Baixo,Regular,Média,False,Alta,False,2.2,True,Alto,Boa,Insuficiente,Alta,Boa,0.46114779075672924,True
439,True,Masculino,14,False,True,True,False,Parda,Urbana,Reprovado,9° EF,False,77.7,6.8,N1,1465.58,False,False,False,False,False,Baixo,Regular,Média,False,Baixa,False,2.2,False,Alto,Boa,Parcial,Média,Boa,0.27577450482478416,False
440,False,Feminino,11,False,False,True,False,Branca,Urbana,Aprovado,3° EM,False,94.8,4.7,N3,642.56,False,False,False,False,False,Baixo,Regular,Média,True,Alta,False,1.5,False,Alto,Boa,Completa,Baixa,Boa,0.29558151345860845,False
441,False,Feminino,20,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,87.8,4.2,N6,514.56,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,2.3,False,Baixo,Boa,Completa,Média,Regular,0.356526155408837,False
442,False,Feminino,20,False,False,True,False,Parda,Urbana,Reprovado,2° EM,False,78.3,7.8,N1,1238.12,False,False,True,False,False,Baixo,Bom,Média,True,Média,False,1.0,False,Alto,Regular,Parcial,Baixa,Regular,0.22194007110208228,False
443,True,Feminino,17,False,True,True,False,Parda,Urbana,Aprovado,7° EF,False,95.8,5.4,N7,631.75,False,False,False,False,True,Alto,Regular,Alta,False,Alta,True,0.1,False,Moderado,Boa,Parcial,Alta,Regular,0.25495175215845606,False
444,True,Masculino,18,False,True,False,False,Parda,Urbana,Aprovado,7° EF,False,57.1,4.6,N3,539.99,True,False,False,True,False,Alto,Bom,Alta,False,Baixa,False,2.4,False,Moderado,Boa,Parcial,Alta,Regular,1.0,True
445,False,Masculino,11,False,True,False,False,Preta,Urbana,Aprovado,2° EM,False,85.3,6.2,N4,1262.43,False,False,False,False,False,Alto,Ruim,Baixa,False,Média,False,1.7,False,Alto,Boa,Completa,Média,Boa,0.2676485525647537,False
446,False,Masculino,17,True,True,True,False,Branca,Urbana,Aprovado,1° EM,False,93.7,7.5,N7,756.14,False,False,True,False,False,Médio,Bom,Média,False,Alta,False,1.7,False,Moderado,Boa,Completa,Baixa,Ruim,0.15896394108684608,False
